"681","Beresford","B","1"
"682","Berg","B","1"
"683","Bergen","B","1"
"684","Berger","B","1"
"685","Beriah","B","1"
"686","Berilo","B","1"
"687","Berin","B","1"
"688","Berkeley","B","1"
"689","Berlin","B","1"
"690","Bern","B","1"
"691","Bernard","B","1"
"692","Bernez","B","1"
"693","Berold","B","1"
"694","Berquist","B","1"
"695","Berry","B","1"
"696","Bert","B","1"
"697","Berthold","B","1"
"698","Bertie","B","1"
"699","Bertram","B","1"
"700","Bertrand","B","1"
"701","Berwin","B","1"
"702","Beto","B","1"
"703","Bevan","B","1"
"704","Bevin","B","1"
"705","Bevis","B","1"
"706","Bexen","B","1"
"707","Bezai","B","1"
"708","Biaggio","B","1"
"709","Bianco","B","1"
"710","Bickford","B","1"
"711","Biel","B","1"
"712","Biff","B","1"
"713","Bige","B","1"
"714","Bigger","B","1"
"715","Bikendi","B","1"
"716","Bilbo","B","1"
"717","Bill","B","1"
"718","Billy","B","1"
"719","Bimini","B","1"
"720","Bing","B","1"
"721","Bingham","B","1"
"722","Bingo","B","1"
"723","Birch","B","1"
"724","Bird","B","1"
"725","Birkett","B","1"
"726","Birley","B","1"
"727","Birney","B","1"
"728","Birtle","B","1"
"729","Bishop","B","1"
"730","Bittor","B","1"
"731","Bix","B","1"
"732","Bjergen","B","1"
"733","Bjorn","B","1"
"734","Bjornson","B","1"
"735","Black","B","1"
"736","Blackburn","B","1"
"737","Blade","B","1"
"738","Blaine","B","1"
"739","Blair","B","1"
"740","Blaise","B","1"
"741","Blake","B","1"
"742","Blakeley","B","1"
"743","Blakely","B","1"
"744","Blanchard","B","1"
"745","Blanco","B","1"
"746","Blane","B","1"
"747","Blanford","B","1"
"748","Blaque","B","1"
"749","Blaze","B","1"
"750","Bleddyn","B","1"
"751","Bligh","B","1"
"752","Bliss","B","1"
"753","Blue","B","1"
"754","Blues","B","1"
"755","Bly","B","1"
"756","Bo","B","1"
"757","Boaz","B","1"
"758","Bob","B","1"
"759","Bobby","B","1"
"760","Bode","B","1"
"761","Boden","B","1"
"762","Bodhi","B","1"
"763","Bodi","B","1"
"764","Bodie","B","1"
"765","Bogart","B","1"
"766","Bogdan","B","1"
"767","Bohan","B","1"
"768","Bohdan","B","1"
"769","Bolan","B","1"
"770","Bolivar","B","1"
"771","Bolivia","B","1"
"772","Bolton","B","1"
"773","Boman","B","1"
"774","Bombay","B","1"
"775","Bonanza","B","1"
"776","Bonaventure","B","1"
"777","Bond","B","1"
"778","Boniface","B","1"
"779","Bono","B","1"
"780","Boo","B","1"
"781","Booker","B","1"
"782","Boomer","B","1"
"783","Boone","B","1"
"784","Booth","B","1"
"785","Borden","B","1"
"786","Boris","B","1"
"787","Borromeo","B","1"
"788","Bosco","B","1"
"789","Bosley","B","1"
"790","Boss","B","1"
"791","Boston","B","1"
"792","Boswell","B","1"
"793","Botan","B","1"
"794","Botham","B","1"
"795","Boulder","B","1"
"796","Bourbon","B","1"
"797","Bourne","B","1"
"798","Bouvier","B","1"
"799","Bowen","B","1"
"800","Bowie","B","1"
"801","Boyce","B","1"
"802","Boyd","B","1"
"803","Boyer","B","1"
"804","Boyne","B","1"
"805","Boynton","B","1"
"806","Bozrah","B","1"
"807","Brace","B","1"
"808","Brad","B","1"
"809","Bradan","B","1"
"810","Bradbury","B","1"
"811","Braden","B","1"
"812","Bradford","B","1"
"813","Bradley","B","1"
"814","Bradman","B","1"
"815","Bradshaw","B","1"
"816","Brady","B","1"
"817","Bradyn","B","1"
"818","Braeden","B","1"
"819","Braedon","B","1"
"820","Braham","B","1"
"821","Brahms","B","1"
"822","Braiden","B","1"
"823","Brain","B","1"
"824","Brainard","B","1"
"825","Braison","B","1"
"826","Bram","B","1"
"827","Bramble","B","1"
"828","Bramwell","B","1"
"829","Bran","B","1"
"830","Branagan","B","1"
"831","Branch","B","1"
"832","Brand","B","1"
"833","Brandeis","B","1"
"834","Branden","B","1"
"835","Brando","B","1"
"836","Brandon","B","1"
"837","Brandt","B","1"
"838","Branigan","B","1"
"839","Branley","B","1"
"840","Brannon","B","1"
"841","Branson","B","1"
"842","Brant","B","1"
"843","Brantlee","B","1"
"844","Brantley","B","1"
"845","Branton","B","1"
"846","Braque","B","1"
"847","Brason","B","1"
"848","Braun","B","1"
"849","Bravery","B","1"
"850","Bravo","B","1"
"851","Brawley","B","1"
"852","Brax","B","1"
"853","Braxon","B","1"
"854","Braxton","B","1"
"855","Bray","B","1"
"856","Brayan","B","1"
"857","Brayden","B","1"
"858","Braydon","B","1"
